item_id,ingredient_id,ingredient_name,ingredient_category
3073,73,udon noodles,grain
3073,59,rice,grain
3073,22,tomato,vegetable
3074,154,pistachio,nut
3075,87,alfredo,sauce
3075,159,sesame seed,nut
3075,97,cumin,spice
3075,116,pineapple,fruit
3076,133,agave,sweetener
3076,116,pineapple,fruit
3076,146,avocado oil,oil
3076,105,coriander,spice
3077,131,honey,sweetener
3078,70,croissant,grain
3078,60,pasta,grain
3079,46,feta,dairy
3079,21,onion,vegetable
3079,8,lamb,protein
3080,8,lamb,protein
3080,74,rice noodles,grain
3081,65,oats,grain
3081,59,rice,grain
3082,18,pulled pork,protein
3083,102,rosemary,spice
3083,112,lemon,fruit
3084,47,goat cheese,dairy
3084,101,thyme,spice
3084,83,teriyaki,sauce
3085,145,canola oil,oil
3086,50,cream,dairy
3086,29,mushroom,vegetable
3087,105,coriander,spice
3087,108,ginger powder,spice
3087,102,rosemary,spice
3088,77,tomato sauce,sauce
3088,103,cayenne,spice
3088,43,parmesan,dairy
3089,97,cumin,spice
3090,132,maple syrup,sweetener
3090,140,condensed milk,sweetener
3091,103,cayenne,spice
3091,152,cashew,nut
3091,14,scallops,protein
3092,139,caramel,sweetener
3092,29,mushroom,vegetable
3092,20,prosciutto,protein
3093,59,rice,grain
3093,39,scallion,vegetable
3093,27,carrot,vegetable
3093,96,pepper,spice
3093,74,rice noodles,grain
3094,105,coriander,spice
3095,144,coconut oil,oil
3095,115,mango,fruit
3095,30,zucchini,vegetable
3096,101,thyme,spice
3097,78,soy sauce,sauce
3097,27,carrot,vegetable
3097,83,teriyaki,sauce
3097,24,spinach,vegetable
3097,8,lamb,protein
3098,52,yogurt,dairy
3098,12,crab,protein
3098,26,broccoli,vegetable
3098,113,lime,fruit
3099,156,hazelnut,nut
3099,94,salsa,sauce
3099,82,mayo,sauce
3099,57,gouda,dairy
3100,3,pork,protein
3100,5,salmon,protein
3101,59,rice,grain
3101,78,soy sauce,sauce
3101,27,carrot,vegetable
3101,104,turmeric,spice
3101,130,sugar,sweetener
3102,61,bread,grain
3102,127,dragon fruit,fruit
3102,158,macadamia,nut
3103,90,tahini,sauce
3103,133,agave,sweetener
3103,111,za'atar,spice
3104,96,pepper,spice
3104,124,grape,fruit
3104,140,condensed milk,sweetener
3105,150,peanut,nut
3106,35,cabbage,vegetable
3106,1,chicken,protein
3106,63,noodles,grain
3107,44,cheddar,dairy
3107,136,stevia,sweetener
3107,27,carrot,vegetable
3108,12,crab,protein
3109,59,rice,grain
3109,78,soy sauce,sauce
3109,39,scallion,vegetable
3109,27,carrot,vegetable
3109,113,lime,fruit
3109,138,chocolate,sweetener
3109,115,mango,fruit
3110,59,rice,grain
3110,78,soy sauce,sauce
3110,39,scallion,vegetable
3110,27,carrot,vegetable
3110,131,honey,sweetener
3110,66,tortilla,grain
3111,59,rice,grain
3111,78,soy sauce,sauce
3111,39,scallion,vegetable
3111,27,carrot,vegetable
3112,133,agave,sweetener
3113,113,lime,fruit
3113,3,pork,protein
3114,36,celery,vegetable
3115,155,pecan,nut
3115,78,soy sauce,sauce
3116,127,dragon fruit,fruit
3116,91,hoisin,sauce
3117,113,lime,fruit
3117,99,oregano,spice
3117,89,chimichurri,sauce
3117,144,coconut oil,oil
3118,74,rice noodles,grain
3118,88,marinara,sauce
3119,32,avocado,vegetable
3119,92,oyster sauce,sauce
3120,76,farro,grain
3120,77,tomato sauce,sauce
3121,18,pulled pork,protein
3121,91,hoisin,sauce
3122,95,salt,spice
3122,143,sesame oil,oil
3123,7,tofu,protein
3123,25,kale,vegetable
3124,145,canola oil,oil
3124,86,pesto,sauce
3124,105,coriander,spice
3125,59,rice,grain
3125,78,soy sauce,sauce
3125,39,scallion,vegetable
3125,27,carrot,vegetable
3125,94,salsa,sauce
3126,127,dragon fruit,fruit
3127,114,orange,fruit
3127,146,avocado oil,oil
3128,101,thyme,spice
3128,4,shrimp,protein
3128,111,za'atar,spice
3129,149,truffle oil,oil
3129,61,bread,grain
3130,59,rice,grain
3130,78,soy sauce,sauce
3130,27,carrot,vegetable
3130,131,honey,sweetener
3130,49,butter,dairy
3130,121,raspberry,fruit
3131,97,cumin,spice
3131,102,rosemary,spice
3131,36,celery,vegetable
3131,86,pesto,sauce
3132,96,pepper,spice
3133,80,bbq sauce,sauce
3134,24,spinach,vegetable
3134,59,rice,grain
3135,68,naan,grain
3135,66,tortilla,grain
3136,39,scallion,vegetable
3137,123,peach,fruit
3138,15,sausage,protein
3138,105,coriander,spice
3139,59,rice,grain
3139,39,scallion,vegetable
3139,27,carrot,vegetable
3139,61,bread,grain
3139,156,hazelnut,nut
3139,147,peanut oil,oil
3140,6,tuna,protein
3140,63,noodles,grain
3140,148,chili oil,oil
3140,53,sour cream,dairy
3141,87,alfredo,sauce
3142,92,oyster sauce,sauce
3142,35,cabbage,vegetable
3142,49,butter,dairy
3142,105,coriander,spice
3143,95,salt,spice
3143,2,beef,protein
3144,15,sausage,protein
3144,23,lettuce,vegetable
3144,18,pulled pork,protein
3145,76,farro,grain
3146,34,jalapeno,vegetable
3146,99,oregano,spice
3147,54,blue cheese,dairy
3147,94,salsa,sauce
3147,138,chocolate,sweetener
3147,68,naan,grain
3148,115,mango,fruit
3149,87,alfredo,sauce
3149,30,zucchini,vegetable
3149,5,salmon,protein
3150,78,soy sauce,sauce
3150,39,scallion,vegetable
3150,27,carrot,vegetable
3150,4,shrimp,protein
3150,8,lamb,protein
3151,97,cumin,spice
3151,99,oregano,spice
3151,56,brie,dairy
3151,26,broccoli,vegetable
3152,85,aioli,sauce
3153,75,couscous,grain
3153,84,sriracha,sauce
3153,116,pineapple,fruit
3154,71,sourdough,grain
3154,141,olive oil,oil
3155,127,dragon fruit,fruit
3155,95,salt,spice
3156,86,pesto,sauce
3156,80,bbq sauce,sauce
3157,108,ginger powder,spice
3158,58,provolone,dairy
3158,4,shrimp,protein
3158,156,hazelnut,nut
3159,66,tortilla,grain
3159,46,feta,dairy
3160,59,rice,grain
3160,78,soy sauce,sauce
3160,39,scallion,vegetable
3160,56,brie,dairy
3160,138,chocolate,sweetener
3161,54,blue cheese,dairy
3161,45,cream cheese,dairy
3161,77,tomato sauce,sauce
3162,15,sausage,protein
3162,117,apple,fruit
3163,52,yogurt,dairy
3163,16,ground beef,protein
3164,31,cucumber,vegetable
3165,59,rice,grain
3165,39,scallion,vegetable
3165,27,carrot,vegetable
3165,88,marinara,sauce
3166,72,ramen noodles,grain
3167,80,bbq sauce,sauce
3168,156,hazelnut,nut
3169,21,onion,vegetable
3169,32,avocado,vegetable
3169,1,chicken,protein
3170,59,rice,grain
3170,22,tomato,vegetable
3170,56,brie,dairy
3171,59,rice,grain
3171,78,soy sauce,sauce
3171,39,scallion,vegetable
3171,27,carrot,vegetable
3171,85,aioli,sauce
3172,5,salmon,protein
3172,152,cashew,nut
3172,74,rice noodles,grain
3173,140,condensed milk,sweetener
3173,29,mushroom,vegetable
3173,70,croissant,grain
3174,76,farro,grain
3174,99,oregano,spice
3175,137,vanilla extract,sweetener
3175,9,turkey,protein
3175,36,celery,vegetable
3176,25,kale,vegetable
3177,21,onion,vegetable
3178,59,rice,grain
3178,24,spinach,vegetable
3178,27,carrot,vegetable
3178,139,caramel,sweetener
3178,148,chili oil,oil
3178,84,sriracha,sauce
3179,156,hazelnut,nut
3179,24,spinach,vegetable
3179,97,cumin,spice
3179,53,sour cream,dairy
3180,16,ground beef,protein
3180,31,cucumber,vegetable
3180,123,peach,fruit
3181,2,beef,protein
3181,27,carrot,vegetable
3181,115,mango,fruit
3182,17,steak,protein
3182,40,bok choy,vegetable
3183,42,mozzarella,dairy
3183,29,mushroom,vegetable
3184,125,watermelon,fruit
3185,140,condensed milk,sweetener
3185,116,pineapple,fruit
3185,44,cheddar,dairy
3185,127,dragon fruit,fruit
3186,14,scallops,protein
3186,68,naan,grain
3187,54,blue cheese,dairy
3188,13,lobster,protein
3189,55,swiss cheese,dairy
3189,37,garlic,vegetable
3189,79,hot sauce,sauce
3189,83,teriyaki,sauce
3190,46,feta,dairy
3190,127,dragon fruit,fruit
3190,26,broccoli,vegetable
3191,3,pork,protein
3191,149,truffle oil,oil
3192,75,couscous,grain
3192,62,flour,grain
3192,111,za'atar,spice
3192,135,molasses,sweetener
3193,62,flour,grain
3193,142,vegetable oil,oil
3193,118,banana,fruit
3194,152,cashew,nut
3194,83,teriyaki,sauce
3194,80,bbq sauce,sauce
3195,43,parmesan,dairy
3195,94,salsa,sauce
3196,24,spinach,vegetable
3196,27,carrot,vegetable
3196,123,peach,fruit
3196,108,ginger powder,spice
3196,82,mayo,sauce
3196,146,avocado oil,oil
3197,59,rice,grain
3197,2,beef,protein
3197,24,spinach,vegetable
3197,27,carrot,vegetable
3197,145,canola oil,oil
3197,49,butter,dairy
3197,4,shrimp,protein
3197,90,tahini,sauce
3198,25,kale,vegetable
3198,94,salsa,sauce
3199,59,rice,grain
3199,2,beef,protein
3199,24,spinach,vegetable
3199,27,carrot,vegetable
3199,107,cinnamon,spice
3200,80,bbq sauce,sauce
3200,131,honey,sweetener
3200,127,dragon fruit,fruit
3201,41,cheese,dairy
3201,115,mango,fruit
3201,85,aioli,sauce
3201,123,peach,fruit
3202,82,mayo,sauce
3202,46,feta,dairy
3203,19,chorizo,protein
3204,4,shrimp,protein
3204,23,lettuce,vegetable
3204,34,jalapeno,vegetable
3204,63,noodles,grain
3205,12,crab,protein
3206,66,tortilla,grain
3206,15,sausage,protein
3206,6,tuna,protein
3206,13,lobster,protein
3207,59,rice,grain
3207,108,ginger powder,spice
3208,156,hazelnut,nut
3208,36,celery,vegetable
3208,1,chicken,protein
3209,52,yogurt,dairy
3210,117,apple,fruit
3210,157,pine nut,nut
3211,7,tofu,protein
3212,154,pistachio,nut
3212,114,orange,fruit
3212,26,broccoli,vegetable
3213,130,sugar,sweetener
3213,137,vanilla extract,sweetener
3213,75,couscous,grain
3214,31,cucumber,vegetable
3214,17,steak,protein
3214,50,cream,dairy
3214,74,rice noodles,grain
3215,28,bell pepper,vegetable
3215,128,guava,fruit
3215,87,alfredo,sauce
3216,35,cabbage,vegetable
3216,125,watermelon,fruit
3216,102,rosemary,spice
3216,97,cumin,spice
3217,72,ramen noodles,grain
3218,9,turkey,protein
3218,105,coriander,spice
3218,36,celery,vegetable
3218,10,bacon,protein
3219,60,pasta,grain
3220,33,corn,vegetable
3220,102,rosemary,spice
3221,54,blue cheese,dairy
3221,8,lamb,protein
3221,152,cashew,nut
3222,108,ginger powder,spice
3222,113,lime,fruit
3223,115,mango,fruit
3223,106,chili powder,spice
3223,96,pepper,spice
3224,28,bell pepper,vegetable
3225,53,sour cream,dairy
3225,122,coconut,fruit
3225,29,mushroom,vegetable
3225,17,steak,protein
3226,6,tuna,protein
3226,117,apple,fruit
3227,59,rice,grain
3227,2,beef,protein
3227,27,carrot,vegetable
3227,69,bagel,grain
3227,4,shrimp,protein
3227,32,avocado,vegetable
3227,149,truffle oil,oil
3228,49,butter,dairy
3228,129,yuzu,fruit
3228,46,feta,dairy
3229,134,brown sugar,sweetener
3229,145,canola oil,oil
3230,37,garlic,vegetable
3230,87,alfredo,sauce
3231,111,za'atar,spice
3232,50,cream,dairy
3233,125,watermelon,fruit
3233,79,hot sauce,sauce
3234,140,condensed milk,sweetener
3234,35,cabbage,vegetable
3234,138,chocolate,sweetener
3235,71,sourdough,grain
3236,1,chicken,protein
3236,32,avocado,vegetable
3236,87,alfredo,sauce
3236,54,blue cheese,dairy
3237,59,rice,grain
3237,2,beef,protein
3237,24,spinach,vegetable
3237,27,carrot,vegetable
3237,28,bell pepper,vegetable
3237,127,dragon fruit,fruit
3237,100,basil,spice
3237,101,thyme,spice
3238,26,broccoli,vegetable
3238,156,hazelnut,nut
3239,83,teriyaki,sauce
3240,57,gouda,dairy
3241,59,rice,grain
3241,2,beef,protein
3241,24,spinach,vegetable
3241,27,carrot,vegetable
3241,34,jalapeno,vegetable
3241,125,watermelon,fruit
3241,88,marinara,sauce
3242,60,pasta,grain
3242,34,jalapeno,vegetable
3242,30,zucchini,vegetable
3242,41,cheese,dairy
3243,61,bread,grain
3243,21,onion,vegetable
3243,75,couscous,grain
3244,10,bacon,protein
3244,81,ranch,sauce
3244,149,truffle oil,oil
3245,135,molasses,sweetener
3245,3,pork,protein
3245,144,coconut oil,oil
3246,59,rice,grain
3246,2,beef,protein
3246,27,carrot,vegetable
3246,84,sriracha,sauce
3246,119,strawberry,fruit
3247,39,scallion,vegetable
3247,100,basil,spice
3248,81,ranch,sauce
3249,38,ginger,vegetable
3250,128,guava,fruit
3250,140,condensed milk,sweetener
3251,138,chocolate,sweetener
3251,8,lamb,protein
3251,74,rice noodles,grain
3251,5,salmon,protein
3252,126,passion fruit,fruit
3252,28,bell pepper,vegetable
3252,135,molasses,sweetener
3252,92,oyster sauce,sauce
3253,64,quinoa,grain
3254,58,provolone,dairy
3254,150,peanut,nut
3254,17,steak,protein
3255,59,rice,grain
3255,2,beef,protein
3255,24,spinach,vegetable
3255,27,carrot,vegetable
3255,74,rice noodles,grain
3255,72,ramen noodles,grain
3256,5,salmon,protein
3256,12,crab,protein
3256,125,watermelon,fruit
3256,142,vegetable oil,oil
3257,153,walnut,nut
3257,140,condensed milk,sweetener
3257,68,naan,grain
3257,12,crab,protein
3258,74,rice noodles,grain
3259,1,chicken,protein
3259,129,yuzu,fruit
3259,73,udon noodles,grain
3259,18,pulled pork,protein
3260,96,pepper,spice
3261,123,peach,fruit
3261,159,sesame seed,nut
3261,45,cream cheese,dairy
3261,107,cinnamon,spice
3262,14,scallops,protein
3262,118,banana,fruit
3263,121,raspberry,fruit
3263,30,zucchini,vegetable
3264,83,teriyaki,sauce
3264,102,rosemary,spice
3265,78,soy sauce,sauce
3266,59,rice,grain
3266,78,soy sauce,sauce
3266,39,scallion,vegetable
3266,27,carrot,vegetable
3266,154,pistachio,nut
3266,36,celery,vegetable
3266,32,avocado,vegetable
3267,153,walnut,nut
3267,33,corn,vegetable
3267,125,watermelon,fruit
3268,126,passion fruit,fruit
3268,113,lime,fruit
3268,23,lettuce,vegetable
3268,86,pesto,sauce
3269,41,cheese,dairy
3270,37,garlic,vegetable
3270,46,feta,dairy
3270,99,oregano,spice
3270,94,salsa,sauce
3271,149,truffle oil,oil
3271,3,pork,protein
3272,57,gouda,dairy
3272,72,ramen noodles,grain
3272,98,paprika,spice
3272,66,tortilla,grain
3273,78,soy sauce,sauce
3273,39,scallion,vegetable
3273,27,carrot,vegetable
3273,37,garlic,vegetable
3273,21,onion,vegetable
3274,123,peach,fruit
3274,15,sausage,protein
3274,4,shrimp,protein
3275,122,coconut,fruit
3276,132,maple syrup,sweetener
3276,124,grape,fruit
3276,99,oregano,spice
3276,120,blueberry,fruit
3277,59,rice,grain
3277,78,soy sauce,sauce
3277,39,scallion,vegetable
3277,27,carrot,vegetable
3277,106,chili powder,spice
3277,93,fish sauce,sauce
3278,83,teriyaki,sauce
3278,10,bacon,protein
3278,121,raspberry,fruit
3279,149,truffle oil,oil
3280,127,dragon fruit,fruit
3280,61,bread,grain
3280,10,bacon,protein
3281,64,quinoa,grain
3281,97,cumin,spice
3281,112,lemon,fruit
3282,84,sriracha,sauce
3282,70,croissant,grain
3283,1,chicken,protein
3283,34,jalapeno,vegetable
3283,107,cinnamon,spice
3284,94,salsa,sauce
3284,101,thyme,spice
3285,130,sugar,sweetener
3285,134,brown sugar,sweetener
3285,24,spinach,vegetable
3285,23,lettuce,vegetable
3286,106,chili powder,spice
3286,75,couscous,grain
3286,153,walnut,nut
3286,21,onion,vegetable
3287,111,za'atar,spice
3287,29,mushroom,vegetable
3287,135,molasses,sweetener
3287,30,zucchini,vegetable
3288,47,goat cheese,dairy
3288,107,cinnamon,spice
3288,129,yuzu,fruit
3289,55,swiss cheese,dairy
3289,11,duck,protein
3290,19,chorizo,protein
3291,89,chimichurri,sauce
3291,68,naan,grain
3291,101,thyme,spice
3291,140,condensed milk,sweetener
3292,92,oyster sauce,sauce
3292,145,canola oil,oil
3292,131,honey,sweetener
3292,41,cheese,dairy
3293,58,provolone,dairy
3293,70,croissant,grain
3294,146,avocado oil,oil
3294,103,cayenne,spice
3294,38,ginger,vegetable
3295,134,brown sugar,sweetener
3296,34,jalapeno,vegetable
3296,18,pulled pork,protein
3296,108,ginger powder,spice
3296,28,bell pepper,vegetable
3297,115,mango,fruit
3297,90,tahini,sauce
3297,123,peach,fruit
3297,146,avocado oil,oil
3298,128,guava,fruit
3299,68,naan,grain
3299,21,onion,vegetable
3299,92,oyster sauce,sauce
3299,146,avocado oil,oil
3300,9,turkey,protein
3300,70,croissant,grain
3300,81,ranch,sauce
3300,66,tortilla,grain
3301,69,bagel,grain
3301,154,pistachio,nut
3301,26,broccoli,vegetable
3301,152,cashew,nut
3302,14,scallops,protein
3302,139,caramel,sweetener
3303,53,sour cream,dairy
3304,54,blue cheese,dairy
3304,79,hot sauce,sauce
3305,113,lime,fruit
3306,109,garlic powder,spice
3306,31,cucumber,vegetable
3306,51,milk,dairy
3307,154,pistachio,nut
3308,17,steak,protein
3308,49,butter,dairy
3309,156,hazelnut,nut
3309,53,sour cream,dairy
3310,152,cashew,nut
3311,38,ginger,vegetable
3311,84,sriracha,sauce
3311,57,gouda,dairy
3312,82,mayo,sauce
3312,58,provolone,dairy
3313,14,scallops,protein
3314,49,butter,dairy
3314,43,parmesan,dairy
3314,61,bread,grain
3314,66,tortilla,grain
3315,31,cucumber,vegetable
3315,152,cashew,nut
3315,16,ground beef,protein
3316,88,marinara,sauce
3316,84,sriracha,sauce
3316,62,flour,grain
3316,30,zucchini,vegetable
3317,73,udon noodles,grain
3317,114,orange,fruit
3317,19,chorizo,protein
3317,157,pine nut,nut
3318,13,lobster,protein
3319,10,bacon,protein
3319,150,peanut,nut
3319,11,duck,protein
3319,117,apple,fruit
3320,118,banana,fruit
3320,123,peach,fruit
3321,159,sesame seed,nut
3321,11,duck,protein
3321,46,feta,dairy
3321,122,coconut,fruit
3322,142,vegetable oil,oil
3322,49,butter,dairy
3323,109,garlic powder,spice
3324,41,cheese,dairy
3324,143,sesame oil,oil
3325,86,pesto,sauce
3325,95,salt,spice
3325,56,brie,dairy
3326,15,sausage,protein
3326,111,za'atar,spice
3327,59,rice,grain
3327,78,soy sauce,sauce
3327,39,scallion,vegetable
3327,27,carrot,vegetable
3327,93,fish sauce,sauce
3327,112,lemon,fruit
3327,125,watermelon,fruit
3327,32,avocado,vegetable
3328,121,raspberry,fruit
3329,107,cinnamon,spice
3330,22,tomato,vegetable
3330,152,cashew,nut
3330,67,pita,grain
3331,136,stevia,sweetener
3331,153,walnut,nut
3331,113,lime,fruit
3332,35,cabbage,vegetable
3333,30,zucchini,vegetable
3333,18,pulled pork,protein
3334,17,steak,protein
3335,59,rice,grain
3335,78,soy sauce,sauce
3335,39,scallion,vegetable
3335,27,carrot,vegetable
3335,104,turmeric,spice
3336,123,peach,fruit
3336,10,bacon,protein
3336,67,pita,grain
3337,104,turmeric,spice
3338,58,provolone,dairy
3338,137,vanilla extract,sweetener
3338,13,lobster,protein
3339,19,chorizo,protein
3339,4,shrimp,protein
3340,3,pork,protein
3340,56,brie,dairy
3340,84,sriracha,sauce
3341,54,blue cheese,dairy
3342,149,truffle oil,oil
3342,66,tortilla,grain
3342,129,yuzu,fruit
3343,147,peanut oil,oil
3343,116,pineapple,fruit
3344,66,tortilla,grain
3344,145,canola oil,oil
3345,58,provolone,dairy
3345,89,chimichurri,sauce
3346,140,condensed milk,sweetener
3346,35,cabbage,vegetable
3346,74,rice noodles,grain
3346,129,yuzu,fruit
3347,59,rice,grain
3347,78,soy sauce,sauce
3347,39,scallion,vegetable
3347,27,carrot,vegetable
3347,29,mushroom,vegetable
3347,53,sour cream,dairy
3347,118,banana,fruit
3348,56,brie,dairy
3348,104,turmeric,spice
3349,104,turmeric,spice
3349,18,pulled pork,protein
3350,59,rice,grain
3350,78,soy sauce,sauce
3350,39,scallion,vegetable
3350,27,carrot,vegetable
3350,102,rosemary,spice
3350,75,couscous,grain
3351,59,rice,grain
3351,78,soy sauce,sauce
3351,39,scallion,vegetable
3351,27,carrot,vegetable
3351,159,sesame seed,nut
3352,75,couscous,grain
3352,77,tomato sauce,sauce
3352,146,avocado oil,oil
3353,151,almond,nut
3353,156,hazelnut,nut
3354,151,almond,nut
3354,6,tuna,protein
3354,36,celery,vegetable
3354,99,oregano,spice
3355,136,stevia,sweetener
3355,75,couscous,grain
3355,142,vegetable oil,oil
3356,102,rosemary,spice
3356,21,onion,vegetable
3356,106,chili powder,spice
3356,54,blue cheese,dairy
3357,59,rice,grain
3357,78,soy sauce,sauce
3357,31,cucumber,vegetable
3357,140,condensed milk,sweetener
3357,17,steak,protein
3358,59,rice,grain
3358,39,scallion,vegetable
3358,27,carrot,vegetable
3358,129,yuzu,fruit
3358,115,mango,fruit
3359,146,avocado oil,oil
3359,94,salsa,sauce
3360,22,tomato,vegetable
3361,79,hot sauce,sauce
3361,18,pulled pork,protein
3361,71,sourdough,grain
3361,41,cheese,dairy
3362,146,avocado oil,oil
3363,121,raspberry,fruit
3363,8,lamb,protein
3363,32,avocado,vegetable
3363,51,milk,dairy
3364,116,pineapple,fruit
3365,40,bok choy,vegetable
3365,124,grape,fruit
3365,101,thyme,spice
3365,29,mushroom,vegetable
3366,78,soy sauce,sauce
3366,39,scallion,vegetable
3366,27,carrot,vegetable
3366,117,apple,fruit
3366,159,sesame seed,nut
3366,45,cream cheese,dairy
3366,61,bread,grain
3367,59,rice,grain
3367,78,soy sauce,sauce
3367,39,scallion,vegetable
3367,27,carrot,vegetable
3367,73,udon noodles,grain
3367,69,bagel,grain
3367,158,macadamia,nut
3367,14,scallops,protein
3368,75,couscous,grain
3368,30,zucchini,vegetable
3368,154,pistachio,nut
3369,113,lime,fruit
3369,77,tomato sauce,sauce
3370,136,stevia,sweetener
3370,12,crab,protein
3370,121,raspberry,fruit
3370,112,lemon,fruit
3371,68,naan,grain
3371,6,tuna,protein
3371,56,brie,dairy
3371,27,carrot,vegetable
3372,99,oregano,spice
3372,64,quinoa,grain
3373,6,tuna,protein
3374,101,thyme,spice
3375,53,sour cream,dairy
3376,122,coconut,fruit
3377,105,coriander,spice
3378,84,sriracha,sauce
3378,101,thyme,spice
3379,115,mango,fruit
3379,79,hot sauce,sauce
3380,51,milk,dairy
3380,18,pulled pork,protein
3381,122,coconut,fruit
3382,59,rice,grain
3382,78,soy sauce,sauce
3382,39,scallion,vegetable
3382,27,carrot,vegetable
3382,54,blue cheese,dairy
3383,137,vanilla extract,sweetener
3383,13,lobster,protein
3383,150,peanut,nut
3384,67,pita,grain
3384,132,maple syrup,sweetener
3385,2,beef,protein
3385,147,peanut oil,oil
3386,24,spinach,vegetable
3386,5,salmon,protein
3386,57,gouda,dairy
3387,45,cream cheese,dairy
3387,5,salmon,protein
3388,85,aioli,sauce
3388,103,cayenne,spice
3389,85,aioli,sauce
3389,18,pulled pork,protein
3389,25,kale,vegetable
3389,159,sesame seed,nut
3390,59,rice,grain
3390,137,vanilla extract,sweetener
3390,44,cheddar,dairy
3391,102,rosemary,spice
3391,42,mozzarella,dairy
3391,80,bbq sauce,sauce
3391,153,walnut,nut
3392,59,rice,grain
3392,78,soy sauce,sauce
3392,27,carrot,vegetable
3392,159,sesame seed,nut
3392,108,ginger powder,spice
3393,4,shrimp,protein
3393,22,tomato,vegetable
3394,59,rice,grain
3394,78,soy sauce,sauce
3394,39,scallion,vegetable
3394,27,carrot,vegetable
3394,159,sesame seed,nut
3394,121,raspberry,fruit
3394,85,aioli,sauce
3395,155,pecan,nut
3395,139,caramel,sweetener
3396,38,ginger,vegetable
3396,66,tortilla,grain
3397,112,lemon,fruit
3397,125,watermelon,fruit
3397,30,zucchini,vegetable
3397,42,mozzarella,dairy
3398,7,tofu,protein
3399,29,mushroom,vegetable
3399,123,peach,fruit
3400,59,rice,grain
3400,78,soy sauce,sauce
3400,27,carrot,vegetable
3400,14,scallops,protein
3400,1,chicken,protein
3400,136,stevia,sweetener
3401,149,truffle oil,oil
3402,145,canola oil,oil
3402,150,peanut,nut
3402,71,sourdough,grain
3403,155,pecan,nut
3404,59,rice,grain
3404,78,soy sauce,sauce
3404,39,scallion,vegetable
3404,27,carrot,vegetable
3404,32,avocado,vegetable
3404,55,swiss cheese,dairy
3404,47,goat cheese,dairy
3404,86,pesto,sauce
3405,32,avocado,vegetable
3406,47,goat cheese,dairy
3406,116,pineapple,fruit
3406,132,maple syrup,sweetener
3406,136,stevia,sweetener
3407,34,jalapeno,vegetable
3407,100,basil,spice
3407,3,pork,protein
3407,115,mango,fruit
3408,25,kale,vegetable
3408,5,salmon,protein
3409,64,quinoa,grain
3409,122,coconut,fruit
3409,41,cheese,dairy
3410,131,honey,sweetener
3410,68,naan,grain
3410,20,prosciutto,protein
3410,104,turmeric,spice
3411,149,truffle oil,oil
3411,87,alfredo,sauce
3412,36,celery,vegetable
3413,78,soy sauce,sauce
3413,39,scallion,vegetable
3413,27,carrot,vegetable
3413,50,cream,dairy
3413,89,chimichurri,sauce
3414,57,gouda,dairy
3414,50,cream,dairy
3415,118,banana,fruit
3415,72,ramen noodles,grain
3416,147,peanut oil,oil
3416,84,sriracha,sauce
3416,44,cheddar,dairy
3417,50,cream,dairy
3417,13,lobster,protein
3417,20,prosciutto,protein
3418,151,almond,nut
3419,146,avocado oil,oil
3420,6,tuna,protein
3420,122,coconut,fruit
3420,55,swiss cheese,dairy
3420,40,bok choy,vegetable
3421,151,almond,nut
3421,129,yuzu,fruit
3422,28,bell pepper,vegetable
3422,69,bagel,grain
3422,111,za'atar,spice
3423,27,carrot,vegetable
3424,89,chimichurri,sauce
3425,151,almond,nut
3425,41,cheese,dairy
3425,75,couscous,grain
3425,30,zucchini,vegetable
3426,15,sausage,protein
3427,125,watermelon,fruit
3427,51,milk,dairy
3428,66,tortilla,grain
3428,94,salsa,sauce
3428,3,pork,protein
3428,122,coconut,fruit
3429,78,soy sauce,sauce
3429,130,sugar,sweetener
3429,121,raspberry,fruit
3429,27,carrot,vegetable
3430,4,shrimp,protein
3431,99,oregano,spice
3431,65,oats,grain
3431,152,cashew,nut
3432,151,almond,nut
3432,6,tuna,protein
3432,62,flour,grain
3433,59,rice,grain
3433,78,soy sauce,sauce
3433,39,scallion,vegetable
3433,22,tomato,vegetable
3433,36,celery,vegetable
3434,1,chicken,protein
3435,128,guava,fruit
3435,83,teriyaki,sauce
3435,97,cumin,spice
3435,25,kale,vegetable
3436,20,prosciutto,protein
3436,77,tomato sauce,sauce
3436,74,rice noodles,grain
3437,79,hot sauce,sauce
3437,137,vanilla extract,sweetener
3437,96,pepper,spice
3437,90,tahini,sauce
3438,78,soy sauce,sauce
3438,39,scallion,vegetable
3438,27,carrot,vegetable
3438,148,chili oil,oil
3438,13,lobster,protein
3438,54,blue cheese,dairy
3439,59,rice,grain
3439,113,lime,fruit
3439,103,cayenne,spice
3439,152,cashew,nut
3440,19,chorizo,protein
3441,126,passion fruit,fruit
3442,34,jalapeno,vegetable
3442,94,salsa,sauce
3442,77,tomato sauce,sauce
3443,49,butter,dairy
3444,132,maple syrup,sweetener
3444,58,provolone,dairy
3444,33,corn,vegetable
3445,59,rice,grain
3445,78,soy sauce,sauce
3445,39,scallion,vegetable
3445,27,carrot,vegetable
3445,88,marinara,sauce
3446,157,pine nut,nut
3446,48,ricotta,dairy
3446,106,chili powder,spice
3447,133,agave,sweetener
3447,9,turkey,protein
3448,44,cheddar,dairy
3449,111,za'atar,spice
3450,59,rice,grain
3450,78,soy sauce,sauce
3450,39,scallion,vegetable
3450,27,carrot,vegetable
3450,1,chicken,protein
3450,147,peanut oil,oil
3451,79,hot sauce,sauce
3451,65,oats,grain
